,Loan Status,Current Loan Amount,Term,Credit Score,Annual Income,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
60137,1,767162,1,651,1855103,0,1,28908.88,18,0,16,0,747973,1412840,0,0
81071,1,767162,0,671,2006552,0,1,25416.3,14.3,24,10,0,723805,1146464,0,0
59371,1,767074,1,724,1656192,0,0,24152.61,16.8,0,15,0,70851,1547810,0,0
17782,1,767008,1,672,1514072,1,11,4150.93,8.9,0,14,0,63669,1228656,0,0
44802,1,767008,1,702,2271108,0,0,23468.04,11.7,0,7,0,205599,422840,0,0
35277,1,766920,0,716,2043792,0,8,39683.59,41.5,13,5,0,167200,1046452,0,0
55338,1,766854,1,674,6149692,0,1,39562.94,20.9,0,21,0,409412,1092322,0,0
82316,1,766854,1,638,1523230,2,1,40365.5,21.6,15,9,0,673132,826518,0,0
47065,1,766766,1,656,1589293,2,1,40924.48,11.9,14,14,1,8322,200816,1,0
79618,1,766700,1,692,1541926,0,1,22152.1,18.2,0,7,0,675887,1140832,0,0
84759,1,766700,1,628,2364797,2,1,26012.71,11.8,0,9,0,306527,420530,0,0
80342,1,766612,1,588,2024051,2,1,23613.96,20,8,8,0,75164,175098,0,0
30036,1,766458,1,661,1891260,0,0,31993.91,12.3,5,10,0,37582,214346,0,0
34059,1,766436,1,625,1387418,2,1,9272.57,19.1,0,7,0,374148,488422,0,0
59609,1,766304,1,706,1645058,0,1,7635.91,13,67,6,0,106514,361680,0,0
62529,1,766304,0,695,2269056,2,1,43490.24,12.9,79,25,0,501467,1173018,0,0
68862,1,766304,0,679,1720697,0,1,32263.14,16,8,16,0,264746,486574,0,0
3353,1,766150,1,665,1740476,0,4,44381.91,42.5,0,10,0,994403,1866150,0,0
9017,1,766150,0,747,1606925,0,1,25309.14,20.2,0,21,0,943863,2281642,0,0
84518,1,766150,1,684,1985025,2,1,39865.99,19.8,10,16,0,656165,1556918,0,0
42414,1,765688,0,723,1605956,2,1,33725,22,0,6,0,843372,1089880,0,0
53840,1,765688,1,679,1794892,0,0,6162.46,23.4,24,4,0,209494,334576,0,0
81698,1,765622,0,723,1519734,2,1,31914.68,14.5,0,11,0,592078,717112,0,0
28265,1,765534,1,636,4722450,0,1,48011.67,21.4,0,8,0,1195233,1441616,0,0
59100,1,765534,1,692,2115650,2,1,41960.55,25.6,35,12,0,78413,170676,0,0
77696,1,765468,1,712,5666370,0,0,80273.67,28,0,16,1,647368,1520442,0,1
57628,1,765226,0,707,2832330,2,1,62311.26,18.1,22,10,0,2635167,3352998,0,0
104,1,765160,1,719,2643242,0,1,34582.47,20.5,47,19,0,249755,489302,0,0
6127,1,765072,0,710,9439200,1,7,41217.84,20.7,78,19,0,642162,1487134,0,0
292,1,765006,1,736,6606775,1,1,5780.94,24.1,43,11,0,369170,1978966,0,0
52344,1,764918,1,722,3228195,0,1,66447.18,31,0,16,0,1316054,2811534,0,0
49478,1,764852,0,701,5548570,0,1,36065.8,33.8,0,6,0,624036,566280,0,0
32140,1,764698,1,708,2320869,0,0,18450.9,10.9,36,13,0,580925,1318900,0,0
32694,1,764698,0,745,3061451,2,1,48472.99,18.1,0,15,0,405365,758274,0,0
69731,1,764698,0,663,1924624,0,1,28548.64,13.8,10,11,0,55309,100518,0,0
62276,1,764544,0,679,1697859,0,1,31976.43,16.1,0,14,0,1425361,2357740,0,0
2943,1,764456,1,710,1603372,0,1,25386.66,22.4,7,8,0,162393,395032,0,0
30128,1,764390,1,718,3960873,0,1,41259.07,16.1,30,7,0,6688,115720,0,0
31848,1,764302,1,741,2263128,0,1,31872.31,21,0,11,0,858743,2504612,0,0
64316,1,764302,1,649,1471037,0,4,28807.8,16.2,4,8,0,386745,1408220,0,0
20663,1,763994,1,726,6126835,0,1,84754.44,17.5,0,30,0,1126434,2984630,0,0
34701,1,763994,1,617,1475958,2,1,30257.12,15.4,0,16,0,335559,1017148,0,0
27822,1,763928,0,735,2167748,0,1,36670.95,20,0,11,0,569544,829532,0,0
50854,1,763774,1,725,1526536,0,1,16537.41,27.7,8,14,0,588335,1621994,0,0
78629,1,763774,1,613,1941154,0,1,40925.81,14.2,62,14,0,580773,1126444,0,0
20815,1,763686,1,663,2939699,2,1,24987.47,7.3,0,15,0,336642,751036,0,0
71037,1,763620,0,691,2261076,0,1,40511.04,12.4,49,11,0,624758,905388,0,0
64585,1,763532,0,707,2260848,1,1,23362.02,14.7,0,16,0,1069187,1677522,0,0
56089,1,763466,0,735,2317145,0,0,21047.25,17,0,17,0,0,0,0,0
82811,1,763378,1,631,1883660,2,1,33591.81,11.7,0,21,0,457102,785268,0,0
12914,1,763224,1,699,1939786,0,1,49302.72,24.8,0,16,0,1228578,1669668,0,0
81233,1,763224,0,737,2015102,0,1,25020.91,24.5,37,8,0,817551,1000670,0,0
14254,1,763158,0,704,1977254,2,1,36578.99,16.4,12,27,0,857755,1443574,0,0
26680,1,763158,1,618,2137310,0,1,41410.31,26.2,0,19,1,496109,590986,1,0
76130,1,763158,0,729,3201253,2,4,59489.95,18.9,58,10,1,562590,1000648,1,0
78096,1,763004,1,656,1423708,0,1,28830.22,29.6,0,7,0,230527,314028,0,0
33719,1,762916,0,685,2014304,2,1,27360.95,16.5,37,16,0,504849,746570,0,0
41508,1,762916,1,609,8057178,0,1,73186.1,27.4,0,17,2,1600180,1894508,0,2
83258,1,762850,1,657,1788223,2,1,51262,11.8,7,13,1,400368,614856,1,0
34023,1,762696,0,729,1731394,2,1,25105.27,19.8,0,15,0,784035,1515580,0,0
66670,1,762696,1,672,2728837,2,1,24786.83,19,10,10,0,980229,1773442,0,0
35877,1,762542,0,713,1900380,1,3,5305.18,19.8,74,7,0,186485,588346,0,0
5413,1,762454,1,700,1599173,2,1,39179.71,32.5,0,14,0,1246932,1633280,0,0
35375,1,762454,1,662,2633932,0,3,28095.3,19,0,13,0,417126,636350,0,0
20530,1,762234,1,727,2670754,0,1,56753.38,21.8,0,12,0,1098884,1658932,0,0
23619,1,762080,0,735,3008688,2,1,25824.42,15.2,22,9,1,131100,298232,0,1
36406,1,762080,1,698,1423575,0,0,31069.56,26.3,0,14,0,655956,1834580,0,0
47909,1,762080,1,603,4889118,0,1,56632.35,16.5,9,13,0,263644,463936,0,0
9103,1,761926,1,659,1823658,2,1,18540.58,16,54,11,0,455582,1020316,0,0
11861,1,761926,0,698,1466439,2,1,21263.28,15.8,0,9,0,498104,624866,0,0
46280,1,761684,0,732,2706455,0,1,35634.88,27.4,0,15,0,1805570,3216422,0,0
47275,1,761530,1,655,1879100,0,7,939.55,30,0,5,0,5890,619124,0,0
73717,1,761530,1,647,2912605,0,1,26941.62,20.5,39,13,0,1420991,2041402,0,0
62440,1,761464,1,648,1390401,2,1,14830.83,15.5,69,10,1,912,213202,0,1
47077,1,761376,0,741,2761726,2,1,2278.48,32.4,27,8,0,137408,657470,0,0
84658,1,761222,0,725,7513360,0,1,58666.68,19.7,0,11,0,723387,909436,0,0
46549,1,761068,0,709,1840967,0,1,48938.87,19,0,18,0,722475,1001858,0,0
69032,1,761002,0,710,6459525,0,1,3552.81,16.3,0,4,1,235980,515548,0,1
7099,1,760848,1,700,2543872,0,1,32434.33,20,46,13,0,438786,1090276,0,0
24111,1,760848,1,667,1614563,0,1,42920.24,21.2,0,20,0,651016,965206,0,0
44814,1,760848,0,717,1933706,2,0,18047.91,6.5,0,7,0,31160,468622,0,0
68248,1,760848,1,684,5670322,0,1,32037.23,24.7,39,6,1,19019,328658,0,0
20575,1,760760,0,743,3097380,2,1,45428.24,19,0,12,0,1478124,1938288,0,0
83582,1,760760,1,699,2721940,0,1,63738.73,20,0,25,0,39520,184492,0,0
67215,1,760716,1,701,1905700,0,1,13228.75,8.8,0,11,0,206112,681912,0,0
23024,1,760694,1,658,1689309,0,4,11430.97,15.8,4,11,0,154527,388982,0,0
49613,1,760694,0,703,2064711,0,1,10375.14,13.9,56,9,1,204668,549846,1,0
45986,1,760518,1,653,1313622,2,0,20470.6,19.1,53,9,1,102011,319220,1,0
73221,1,760452,1,714,2533194,0,1,36520.28,20.8,0,9,0,588088,1461262,0,0
59852,1,760386,1,634,2232747,0,0,32002.65,20.7,30,7,0,427272,543092,0,0
21256,1,760342,1,679,1659536,0,1,19638.02,20.5,44,14,0,595669,1720004,0,0
941,1,760298,1,654,2251272,2,4,20261.41,14.7,0,10,0,651358,836132,0,0
7043,1,760298,1,685,1500848,2,1,21512.18,16.4,23,11,0,283442,438768,0,0
33748,1,760298,1,647,1876060,2,4,12757.17,5.8,0,13,0,278255,1309726,0,0
53284,1,760298,1,714,2323966,0,1,35053.29,16.2,0,15,0,939683,1420430,0,0
28768,1,760232,0,742,4314501,2,4,17509.83,9.8,0,7,0,288097,1596100,0,0
54929,1,760232,1,733,1594499,0,0,31876.49,34.3,0,19,0,576365,2723930,0,0
64088,1,760078,1,658,1837984,0,0,18226.51,14.8,55,11,0,71307,277992,0,0
66807,1,760078,1,689,2156823,0,4,15960.38,20,21,9,0,13129,800074,0,0
67992,1,759990,1,667,2437890,2,1,18913.93,29.1,62,10,0,399855,846406,0,0
22079,1,759924,1,693,2343897,0,1,32912.18,44.7,0,15,0,946257,2191332,0,0
63552,1,759770,1,732,1481031,0,1,22462.37,22.4,0,21,0,477964,3074610,0,0
75960,1,759770,1,698,1631017,2,1,37513.41,9.8,4,13,0,113468,476058,0,0
34502,1,759682,1,674,2624356,0,1,44832.78,12.4,62,16,0,493525,681934,0,0
70562,1,759682,1,636,2249448,2,1,28867.84,18.5,25,13,0,673341,898194,0,0
70879,1,759682,0,722,1640232,0,1,19819.28,29.6,44,5,0,370823,451484,0,0
17214,1,759616,0,663,1499480,2,1,19243.39,11.8,7,12,0,152437,425326,0,0
57444,1,759616,0,732,1911837,0,1,40785.78,31.5,74,10,0,226176,284350,0,0
61103,1,759528,1,678,2155284,0,1,46877.37,20.7,0,16,0,684437,1075316,0,0
67434,1,759528,1,649,1593036,0,1,21983.95,16.2,0,15,0,493373,636152,0,0
36555,1,759462,1,731,1386810,0,1,13475.18,23.9,0,8,0,610071,1499784,0,0
41192,1,759220,1,693,1723528,0,1,28581.89,15.7,50,13,0,222357,986436,0,0
52225,1,759154,0,665,9366050,0,0,83513.93,26,2,10,0,630534,858946,0,0
67840,1,759000,0,727,2743695,0,1,41612.85,21,16,10,0,282530,405394,0,0
69072,1,759000,1,643,2472128,0,3,18252.54,43.2,67,11,0,684380,1045462,0,0
83021,1,759000,1,638,1990820,0,1,41309.61,19.3,17,11,0,258001,453310,0,0
20721,1,758912,0,727,10861312,0,0,94131.51,27.1,0,10,2,1639206,2278540,0,2
15376,1,758846,0,693,3464042,0,1,72744.73,24.3,0,43,0,1656895,3114452,0,0
40740,1,758846,0,717,1666490,0,1,15137.3,18,0,5,0,360107,912406,0,0
60545,1,758626,0,727,1621061,0,1,18101.87,13.6,62,30,0,562590,1186548,0,0
12742,1,758604,0,720,2059068,0,1,28483.85,21,6,14,0,655044,1112144,0,0
62950,1,758450,1,661,1871500,2,1,31347.72,24.6,0,29,0,356839,658988,0,0
84794,1,758450,1,679,1777925,0,1,20446.09,21,46,14,0,1077186,2082234,0,0
80097,1,758384,0,688,2058441,1,1,15918.58,11,0,12,0,274208,1935978,0,0
2385,1,758230,1,654,1863216,0,1,37109.09,20.3,14,18,0,596980,1075030,0,0
34473,1,758230,0,735,2095434,0,1,34749.29,24,10,8,0,448894,885478,0,0
37678,1,758230,1,734,2338672,0,1,49891.53,19.4,0,15,0,1329449,7159790,0,0
76209,1,758230,1,719,1496744,2,1,32429.39,29.3,0,7,0,706401,1048630,0,0
28645,1,758142,1,716,4489776,1,1,51632.5,17,23,11,0,162393,641784,0,0
66078,1,758076,0,712,1777032,0,1,42204.32,21.3,31,16,0,612731,1242538,0,0
76743,1,758076,0,706,3273472,0,1,53739.41,19.8,0,21,0,1137321,1897544,0,0
23755,1,757988,0,705,1627217,1,1,14645.01,16.6,19,15,1,91428,317900,1,0
30029,1,757988,1,711,2169610,0,1,11860.56,30.5,0,8,0,421515,556534,0,0
42320,1,757768,0,729,2804685,0,1,28280.55,9.5,52,17,0,628254,1095534,0,0
36174,1,757614,1,634,1869410,0,3,24925.34,15.7,0,5,0,527573,669064,0,0
15134,1,757526,0,691,1682298,0,2,5397.33,16.1,12,6,0,174154,450120,0,0
65048,1,757526,1,640,1903572,0,1,21050.29,28.4,77,14,0,394687,640948,0,0
57691,1,757460,1,678,1749406,2,1,30468.97,17,0,11,0,368676,601260,0,0
82108,1,757218,0,725,3082959,1,1,48556.59,26.2,9,9,0,389937,463078,0,0
19174,1,757152,1,682,2522174,2,1,21438.46,13.9,15,16,0,209988,504482,0,0
54792,1,757064,1,673,3904291,0,4,44248.72,12.5,14,7,0,45714,76274,0,0
51113,1,756998,1,663,2185437,0,1,51539.78,24.3,69,21,0,969133,1282468,0,0
55506,1,756998,1,704,1422302,0,1,26786.58,21.2,0,10,0,996303,1480908,0,0
49307,1,756756,0,727,2147418,0,1,48317,14.7,43,9,0,2933258,3912898,0,0
59398,1,756690,0,655,2240556,1,1,54893.66,26,2,8,0,387296,652784,0,0
67857,1,756690,0,735,1960496,0,1,20585.17,32.8,0,6,0,622744,1028632,0,0
56379,1,756536,0,655,1960097,0,1,7399.36,28.5,24,5,0,61959,99374,0,0
10977,1,756382,1,662,1645210,0,1,41267.24,16,64,14,0,145920,274274,0,0
13626,1,756382,1,717,1959698,0,1,47359.21,22.7,0,20,0,297920,780472,0,0
13722,1,756382,1,599,2986192,2,1,71419.86,12.4,67,17,0,608019,812966,0,0
69203,1,756382,0,735,2239644,1,1,31168.36,30.6,2,29,0,623314,1429164,0,0
3873,1,756294,0,743,1679562,0,1,17635.42,17.4,52,19,0,135052,836264,0,0
59317,1,756294,0,746,2985888,0,3,46778.95,21.8,0,14,0,641554,1038950,0,0
67114,1,756294,0,697,2799270,0,1,35690.74,24.1,0,19,0,669655,1474154,0,0
4255,1,756140,1,682,1492640,0,1,31718.6,21.4,14,12,0,270275,415052,0,0
71156,1,756118,1,651,1632537,0,8,26528.56,28.2,0,29,0,1031168,2653288,0,0
81112,1,755986,0,740,1492336,0,1,39049.37,14.8,0,12,0,206511,473484,0,0
26811,1,755832,1,675,2144796,0,4,24307.65,20.5,69,13,0,762223,1804858,0,0
59922,1,755832,0,695,1678536,2,3,33850.4,21.9,0,11,1,780558,2943996,0,0
55112,1,755766,1,740,2517557,0,1,30567.39,34.2,0,17,0,207233,1304160,0,0
62670,1,755678,1,673,2424058,0,1,25048.46,15.8,0,15,0,533615,1052568,0,0
31953,1,755612,1,638,1771256,0,1,22878.47,21,26,15,0,208392,308572,0,0
49555,1,755458,1,663,2423317,0,1,27343.09,17.5,0,17,0,1252803,2599674,0,0
64577,1,755348,1,615,1419167,1,0,22588.34,20,0,13,0,106020,265144,0,0
72676,1,755348,1,713,2624356,0,1,70420.27,15.1,0,11,0,572147,653356,0,0
26024,1,755216,1,696,1677168,0,1,39692.9,20.1,0,21,0,338922,809138,0,0
48108,1,755150,1,719,1574511,0,1,38969.38,20,0,16,0,740240,1800678,0,0
72227,1,755150,1,682,3335355,0,1,39746.29,31.4,0,10,0,2184943,3350886,0,0
14496,1,754688,1,622,4655475,0,3,26419.88,18.9,0,17,0,598766,1193324,0,0
50291,1,754600,0,698,3072300,0,1,54021.37,35,0,38,0,1853602,5365712,0,0
78937,1,754600,0,721,2420600,0,1,23802.44,12.4,0,26,0,376029,675048,0,0
30634,1,754556,1,681,1555663,2,1,33057.91,25.7,52,12,0,868243,1177220,0,0
27997,1,754292,1,741,2055325,1,1,28089.41,39,7,12,0,220438,981750,0,0
62564,1,754226,1,625,1488840,0,4,11191,23.3,22,9,0,0,0,0,0
37608,1,754138,0,697,2233032,2,4,49871.01,14.1,70,10,0,210178,327558,0,0
42137,1,753984,1,692,2325600,0,1,29651.4,18.2,0,7,0,639160,889526,0,0
45537,1,753984,1,589,1916302,0,1,31299.46,27.9,17,17,0,2196020,3070958,0,0
75297,1,753984,1,716,2455826,0,4,31925.89,26.4,0,17,0,512848,1371414,0,0
58061,1,753918,0,647,2780897,0,0,37078.5,11.4,58,13,0,839097,1275054,0,0
65074,1,753918,1,727,4185662,2,1,32962.15,28.7,20,13,0,689472,1304468,0,0
43176,1,753830,1,608,2232120,0,1,46316.49,22.4,1,14,0,549917,917488,0,0
46817,1,753830,0,664,2011701,0,3,44592.81,22.6,45,23,4,81396,778932,0,4
29623,1,753764,0,742,1394942,0,1,16971.75,27.2,35,15,0,496698,1441396,0,0
41497,1,753764,0,732,1729722,0,0,16432.34,31.3,51,10,0,99313,1055054,0,0
79932,1,753632,1,644,4792750,0,1,37703.03,31.4,22,13,0,315799,587884,0,0
67293,1,753522,1,667,1747772,2,1,33499.09,24.8,38,13,0,161937,189398,0,0
3147,1,753456,1,694,1617470,0,1,22914,18.6,0,12,0,754110,1138434,0,0
32866,1,753456,0,703,2416895,0,1,20744.96,37.3,9,18,0,443042,1115180,0,0
20238,1,753368,1,611,2044856,0,4,31695.23,29.6,0,8,0,529131,714934,0,0
20107,1,753214,0,745,24161540,1,1,15503.81,28.1,0,22,0,183635,1214972,0,0
50595,1,753214,1,676,1784233,0,1,40294.06,25.5,0,16,0,651339,1490478,0,0
30339,1,753060,1,702,1579470,0,0,33958.7,37.9,78,22,0,121809,298804,0,0
47879,1,753016,1,658,1462145,2,1,19495.33,18.5,78,8,0,222110,306174,0,0
5563,1,752994,0,712,1560736,0,1,25491.92,19,15,16,1,402648,888052,0,1
41469,1,752994,1,689,2322522,0,1,37353.81,9.7,78,11,0,420755,589798,0,0
30211,1,752840,1,698,2229156,0,1,28978.99,29.3,14,12,0,337250,423544,0,0
16150,1,752752,0,702,1820295,0,1,44293.75,16,0,20,0,1085831,1763344,0,0
56793,1,752752,1,677,2321800,0,1,43146.91,13.1,31,7,0,144704,219340,0,0
79178,1,752686,1,718,2785875,1,1,27394.39,20,0,10,0,1038312,1596628,0,0
29144,1,752598,0,694,2572030,0,0,11745.61,17.6,0,18,0,341088,1446676,0,0
36001,1,752598,1,687,1782770,0,1,34169.98,18.8,0,13,0,341544,679514,0,0
80133,1,752422,0,653,2583981,0,7,18841.54,27.4,27,14,5,398012,1409342,0,5
47042,1,752378,1,678,2916994,0,0,7754.28,31.2,16,9,0,232085,401676,0,0
3802,1,752290,0,734,1670670,0,1,22554.14,14.7,0,17,0,511993,939510,0,0
25492,1,752290,1,676,2227560,0,0,49377.58,18.5,13,22,0,1122577,1571746,0,0
22596,1,752136,0,737,2227104,0,1,24498.22,27.1,11,13,0,663442,1326754,0,0
38282,1,752070,1,666,3451654,1,1,27987.19,16.7,5,9,0,1048192,1411278,0,0
55908,1,751982,0,721,2041094,0,1,36909.78,17,0,20,0,714419,1266804,0,0
14570,1,751828,0,729,2597224,0,1,32032.48,29.5,0,13,0,469015,1432926,0,0
17419,1,751828,1,684,2226192,0,1,29868,15.1,52,10,0,183426,412390,0,0
49640,1,751828,1,675,2226192,0,1,22818.43,39.5,62,14,1,232313,390984,0,0
59362,1,751828,1,712,2782740,1,4,13055.66,12.4,0,5,0,94867,212498,0,0
40187,1,751762,0,709,1338645,0,0,20302.83,21.7,4,6,0,87970,150678,0,0
43768,1,751762,1,600,2225964,0,1,51382.65,15,6,17,0,335388,524106,0,0
51610,1,751762,1,689,1450593,0,1,36023.05,24.8,0,19,0,567625,1073930,0,0
26562,1,751674,1,717,1762041,0,1,11497.47,18.5,0,9,0,734198,1663640,0,0
13469,1,751608,1,683,2596426,0,1,4846.52,23.7,0,8,0,265677,362758,0,0
22435,1,751608,1,717,4451016,0,1,73070.77,30.9,0,13,0,2541649,3554276,0,0
29560,1,751608,0,703,2781885,2,1,47292.14,14.5,34,26,0,768132,1304138,0,0
73666,1,751608,1,646,2781885,0,1,60506.07,27.3,3,20,0,610622,846758,0,0
79367,1,751608,1,688,3338262,0,0,14326.76,44.6,62,10,0,225663,293590,0,0
56608,1,751520,1,658,2039840,0,1,39946.93,20.5,0,8,0,1044164,1298616,0,0
10561,1,751454,1,737,1223771,0,7,15348.2,24,0,9,0,0,0,0,0
40041,1,751454,1,688,1631701,2,1,13189.61,12.3,69,10,0,295089,373428,0,0
81808,1,751454,0,738,3708420,0,1,46355.25,27,51,16,0,437665,1279718,0,0
19225,1,751366,0,716,2735696,0,1,25305.15,15.8,0,20,0,260072,497728,0,0
67593,1,751366,1,678,1399787,2,1,22233.23,19.4,0,9,0,571330,950510,0,0
82145,1,751366,0,745,8899296,0,1,222.49,14.5,0,4,0,247,0,0,0
2587,1,751146,0,655,1445691,2,1,35901.26,17,4,16,0,641611,789492,0,0
30922,1,751146,1,693,1631036,2,1,19028.88,24.7,67,9,0,30742,47212,0,0
62023,1,751146,1,674,1705174,2,3,46039.66,25.5,0,24,0,1370869,4710156,0,0
62808,1,751058,1,686,2779890,0,1,20084.71,31,38,7,0,898738,1149896,0,0
45767,1,750992,0,708,1815431,0,1,25567.35,19.4,24,18,0,669104,811250,0,0
50558,1,750992,1,664,2131040,0,4,30367.13,25.5,0,12,0,326420,635228,0,0
82233,1,750992,0,726,2872268,2,1,6558.42,25.9,41,8,5,75069,1278266,0,5
16538,1,750772,0,714,2174018,0,1,22464.84,19.4,24,10,0,392122,567556,0,0
76831,1,750024,1,636,2762448,0,1,56399.79,32.1,0,18,0,476577,635008,0,0
80950,1,749804,1,634,1445729,2,1,23252.01,18.5,16,6,0,156731,221848,0,0
24317,1,748814,1,738,1631986,1,1,15694.38,23.8,0,12,0,672258,1733644,0,0
51421,1,748396,1,658,1618230,0,3,24273.45,29.5,0,8,0,230489,379082,0,0
41391,1,748220,1,634,1539000,0,1,42066,14.1,25,8,0,56297,223212,0,0
61955,1,747626,1,672,1468111,2,1,28261.17,17.6,0,15,0,619400,951214,0,0
57686,1,747472,1,690,2113408,0,0,15374.99,27.7,7,8,0,157016,198044,0,0
4196,1,747076,0,717,1403625,0,1,23042.82,37.4,0,15,0,834005,1445620,0,0
68918,1,746482,1,701,1401706,2,1,26632.3,23.4,19,15,0,645430,1237324,0,0
37475,1,745690,0,613,1869714,2,1,31785.1,28.2,14,12,0,480396,708620,0,0
51702,1,745646,0,713,1541280,2,1,40201.72,13.5,32,11,0,282131,504130,0,0
39620,1,744964,1,702,1434500,0,1,10938.11,26.6,0,13,1,421401,1219856,1,0
8741,1,744942,0,661,1791529,0,1,30605.39,14.6,7,11,0,78242,330682,0,0
66993,1,744524,1,653,1344041,2,1,43345.46,20.6,0,9,0,682081,1459854,0,0
50785,1,743380,1,633,3855860,2,4,32453.33,21.1,0,13,0,50445,231836,0,0
20056,1,742060,1,642,1711539,2,1,26386.25,6,13,6,0,98648,215512,0,0
50906,1,741334,1,677,1619693,0,1,33338.35,18.7,0,19,0,1003599,1689028,0,0
45126,1,741092,0,737,1334389,0,1,7150.08,21.8,11,8,0,677198,98016138,0,0
69066,1,740630,1,586,1963916,0,1,32895.65,15.3,0,16,0,206739,483604,0,0
70103,1,740564,1,660,1714446,0,1,56433.8,20.4,0,11,0,1762991,2587266,0,0
50264,1,739992,1,702,1433987,0,1,18402.64,28.7,18,7,0,573306,1123232,0,0
63991,1,737792,0,700,1434253,0,1,32031.91,23.9,18,18,0,387334,491216,0,0
54920,1,735988,1,720,1450080,0,0,12204.84,13.5,0,6,1,3021,205414,1,0
18843,1,735922,1,655,1123242,0,1,21023.31,20.7,0,7,1,260034,398794,1,0
21983,1,734778,1,719,2449746,0,1,71451.02,27.9,0,17,0,418817,855294,0,0
29472,1,734426,0,664,1825938,0,1,20237.47,20.8,0,12,0,628672,830038,0,0
70496,1,734316,0,683,3655847,2,1,70375.05,15.1,0,13,1,629109,781594,1,0
83189,1,733480,1,699,1607894,2,1,19562.59,19.1,0,17,0,581267,1533114,0,0
70369,1,732028,1,732,2042481,1,1,22126.83,15,0,5,0,90117,483098,0,0
11710,1,731742,0,709,1418027,0,1,40177.21,22.8,0,16,0,542051,1147388,0,0
39490,1,730884,1,661,1437217,0,1,33774.59,28.5,18,11,0,464664,696938,0,0
25644,1,730488,1,651,1632879,0,1,26806.34,29.8,7,11,0,631674,837826,0,0
53533,1,730488,1,716,1560261,0,1,35886.25,17.7,0,27,0,415226,1571196,0,0
36747,1,729960,1,683,1501000,0,1,14509.54,13.5,0,10,0,340518,556116,0,0
84037,1,729806,0,669,2320622,2,1,37709.87,27.3,0,14,1,499947,715572,1,0
84982,1,728794,1,708,1510595,0,1,38646.19,30.9,1,21,0,264708,995126,0,0
73770,1,727606,0,736,2094598,0,1,34735.42,21.3,0,18,0,462973,850938,0,0
58196,1,727430,0,722,1496896,2,1,26694.62,33.5,12,14,0,174135,497838,0,0
81920,1,726990,1,638,2965520,2,1,47448.32,14.7,32,18,1,499491,656480,0,1
16188,1,726858,1,633,1676484,0,0,10925,10.5,68,9,0,366016,798138,0,0
54595,1,726572,0,724,1590566,0,3,28364.91,29.6,0,15,0,839078,2891570,0,0
84610,1,726198,0,720,1570312,0,8,21460.88,37.7,19,14,0,532190,869132,0,0
69058,1,725912,0,702,1962111,2,1,29595.16,10.8,48,12,1,116641,496518,1,0
34933,1,725868,0,693,1647148,0,1,45433.56,19.6,24,14,0,289028,536316,0,0
17838,1,725164,1,737,1793068,2,4,19873.24,18.7,0,3,0,20767,429330,0,0
36269,1,725054,1,713,1424012,0,1,16850.91,15.6,0,12,0,440705,767360,0,0
74689,1,724768,1,676,1404480,2,1,38038,13.2,0,6,0,593674,930204,0,0
8917,1,724680,1,687,1360780,0,1,31411.37,27.9,26,14,0,200032,600072,0,0
41913,1,724504,1,727,2021543,0,1,41104.6,30,0,10,0,473879,853358,0,0
20722,1,721798,1,671,2266776,0,1,44579.89,15.8,6,13,0,520486,730510,0,0
32666,1,721754,1,688,1484128,2,1,10351.77,15.4,0,7,1,198018,818862,1,0
14968,1,721094,0,710,2266320,0,1,44382.1,23.8,73,19,0,864120,1746206,0,0
45308,1,720896,1,611,1556480,0,1,33594.09,16.9,14,19,3,112879,265672,3,0
42275,1,720764,1,708,2684396,2,1,42950.45,20.3,6,13,1,130739,245344,1,0
32223,1,720522,1,711,1384967,0,1,37509.42,32,0,15,0,405061,943690,0,0
17056,1,720192,1,655,1418901,2,1,22347.61,21,40,16,0,477470,740102,0,0
53441,1,719202,0,723,2426300,0,1,57422.37,21.8,32,25,0,675336,2085226,0,0
1301,1,718916,1,697,2522364,1,1,8092.48,10.6,0,8,0,87115,478082,0,0
34654,1,718080,1,723,1691361,0,1,28048.37,16,0,17,0,438824,1022384,0,0
77481,1,717662,1,731,2440436,2,1,42707.82,17,0,12,0,1277807,1487002,0,0
52134,1,717398,0,676,1922306,0,1,32358.71,19.4,25,17,0,513190,669922,0,0
20814,1,716826,1,691,2521148,0,1,44750.13,10.7,20,19,0,207347,581328,0,0
76800,1,716804,0,678,1683077,0,1,18513.98,15.4,3,9,0,373882,763510,0,0
9258,1,715748,1,693,2028326,0,1,54933.56,12,0,22,0,603630,868230,0,0
41665,1,715396,1,585,7723120,0,3,39001.68,32.6,53,9,0,6489013,12481040,0,0
55496,1,715132,0,730,2123022,2,1,41752.69,23.2,61,13,0,603858,1049862,0,0
60946,1,714956,1,674,1833690,0,1,34534.78,14.2,0,13,0,487426,848716,0,0
73578,1,714604,1,660,1685718,0,1,43407.21,15.4,0,12,0,373977,459690,0,0
62901,1,713768,0,639,1383067,1,1,20976.57,22.2,0,7,0,355452,430078,0,0
24550,1,713306,1,660,1674204,0,1,43529.38,11.6,7,12,0,436126,604780,0,0
62434,1,713042,1,632,2418700,2,1,33458.81,10,0,15,0,743945,1228832,0,0
